Nome Elemento,ID Elemento,Verifica,Stato
Muro di base: AR_MUR_DIV_150_Generico,689386,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,689541,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,689694,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,689748,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,689803,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,690864,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,690939,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,690984,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,691016,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_200_Generico,691308,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,691448,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,691602,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_200_Generico,691771,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,692004,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,692059,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,692147,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,692160,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,692191,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,692266,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,692377,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,692453,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,693790,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,693882,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,693985,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,694031,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,694270,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,694357,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,694406,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,694461,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,694523,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,694662,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,694741,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,694877,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,695159,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,696263,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,696338,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,696406,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,696541,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,696562,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,696646,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,696732,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,696788,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,697220,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_348_Generico,697318,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_348_Generico,697598,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,697766,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,697934,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,697997,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,698085,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,698263,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,698491,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,698577,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,698649,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,699195,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,699248,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,699318,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,699450,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,699581,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,699631,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,699763,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,699907,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,699974,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,700120,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,700220,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,700348,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,700422,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,700519,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,700593,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,700644,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,700751,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,701277,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,701306,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,701384,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,701427,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,701587,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,701631,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,701717,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702258,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702306,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702362,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702426,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702475,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702670,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702808,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702914,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,702977,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,703106,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,703190,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,703244,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,703522,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,703677,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,704435,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,704527,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,704574,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,704647,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,704709,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,704977,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,705161,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,705273,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,705481,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,705574,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,705755,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,705821,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,706210,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,706422,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,706550,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,706973,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,707078,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,707192,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,707327,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,707458,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,707587,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,707713,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,707755,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,707783,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,707938,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,708071,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,708142,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,708441,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,708655,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,708693,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,708790,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,708852,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,709606,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,709897,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,709974,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,710019,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,710066,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,710127,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_250_Generico,710241,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,710535,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,710637,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,710714,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,711270,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,711310,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_230_Generico,711383,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,711570,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_50_Generico,711679,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,711819,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,711928,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712034,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712111,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712142,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712211,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712281,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712378,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712423,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712476,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712569,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,712603,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,713009,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,713391,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,714381,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,714454,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,714561,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,714562,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,714604,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,714657,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,714719,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,714780,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,714887,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,714987,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_100_Generico,715129,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,715387,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,715719,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,715806,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,715901,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,716051,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,716385,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,716584,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,716639,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,716838,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,716883,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,717272,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,717378,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,717439,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,717514,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,717575,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,717632,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,717716,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,717875,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,718019,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,718208,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,718238,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,718359,Room Bounding Attivato,1
Pavimento: AR_PAV_GET_120_MS.03_FL-001,718674,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_150_Generico,719257,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,719375,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,719466,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,719536,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,719669,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,719753,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_300_Generico,719835,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,720050,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,720207,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,720258,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,720363,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,720429,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,720589,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,720659,Room Bounding Attivato,1
Muro di base: AR_MUR_TAM_300_Generico,720811,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,721127,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,721211,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,721270,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,721416,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,721736,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,721796,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,721856,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,724865,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,725027,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_150_Generico,725157,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,725267,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,725397,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,725508,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,725597,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,725735,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,725869,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,725966,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726014,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726049,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726165,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726287,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726460,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726652,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726754,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726870,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,726975,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,727125,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,727286,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,727321,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,727351,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,727407,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_200_Generico,736042,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,736961,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,737491,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,750632,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,750886,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,751876,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,751932,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_500_Generico,752009,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,755219,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,755298,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,755373,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,755442,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,755836,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,758105,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,758224,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,758485,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,758599,Room Bounding Disattivato,0
Muro di base: AR_MUR_DIV_150_Generico,758678,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,758711,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,758739,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,758898,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,758968,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,759070,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,759143,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,759364,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,759455,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,759511,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,759544,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,759807,Room Bounding Disattivato,0
Controsoffitto composto: AR_CON_CSO_50_WC,763931,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,765448,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,766172,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,766612,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,766645,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,766735,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,767071,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,767118,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,767257,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,767394,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,767764,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,768081,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,768233,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,768327,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,768735,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,768849,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,768964,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,769360,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,769433,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,769658,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,769783,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,772800,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,772842,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,772951,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,773007,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,773057,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,773118,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,773515,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,773670,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,773826,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,774174,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,774543,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,774653,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_200_Generico,774758,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,838870,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,838994,Room Bounding Attivato,1
Muro di base: AR_MUR_DIV_150_Generico,839074,Room Bounding Attivato,1
Muro di base: AR_MUR_RIV_20_Generico,839616,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,839740,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,839791,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,839850,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,839990,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,840078,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,840143,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,840559,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,840697,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,840840,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,840930,Room Bounding Disattivato,0
Muro di base: AR_MUR_RIV_20_Generico,841031,Room Bounding Disattivato,0
