GUID,ID,Categoria,Famiglia e Tipo,Stato
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb651,833105,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb683,833155,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb6c6,833222,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb701,833281,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb750,833360,Muri,Muro di base: AR_MUR_DIV_150_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb76e,833390,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb7bf,833471,Muri,Muro di base: AR_MUR_TAM_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb85f,833631,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb888,833672,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb8c8,833736,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb909,833801,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb928,833832,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb967,833895,Porte,AR_ POR_SCO_All_1A_Scomparsa: AR_ POR_SCO_All_1A_Scomparsa_900x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cba00,834048,Muri,Muro di base: AR_MUR_DIV_150_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cba01,834049,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cba02,834050,Porte,AR_ POR_SCO_All_1A_Scomparsa: AR_ POR_SCO_All_1A_Scomparsa_900x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cba4d,834125,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cba4e,834126,Muri,Muro di base: AR_MUR_TAM_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cba4f,834127,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cba50,834128,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cba8a,834186,Muri,Muro di base: AR_MUR_TAM_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cbaf9,834297,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cbb60,834400,Porte,AR_ POR_BAT_All_1A_Opaca: AR_ POR_BAT_All_1A_Opaca_900x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cbc26,834598,Porte,AR_ POR_BAT_All_1A_Opaca: AR_ POR_BAT_All_1A_Opaca_900x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cbca8,834728,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cbdcb,835019,Porte,AR_ POR_BAT_All_1A_Opaca: AR_ POR_BAT_All_1A_Opaca_900x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cbe85,835205,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cbede,835294,Muri,Muro di base: AR_MUR_DIV_500_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cbfe7,835559,Muri,Muro di base: AR_MUR_DIV_500_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc03e,835646,Porte,AR_ POR_BAT_Vet_2A_Simmetrica: AR_POR_BAT_Vet_2A_Simmetrica_1300x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc041,835649,Arredi fissi,TELAIO PORTA BATTENTE: 700,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc042,835650,Arredi fissi,TELAIO PORTA BATTENTE: 700,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc0a6,835750,Porte,AR_ POR_BAT_Vet_2A_Simmetrica: AR_POR_BAT_Vet_2A_Simmetrica_1300x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc0a9,835753,Arredi fissi,TELAIO PORTA BATTENTE: 700,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc0aa,835754,Arredi fissi,TELAIO PORTA BATTENTE: 700,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc100,835840,Porte,AR_ POR_BAT_Vet_2A_Simmetrica: AR_POR_BAT_Vet_2A_Simmetrica_1300x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc103,835843,Arredi fissi,TELAIO PORTA BATTENTE: 700,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc104,835844,Arredi fissi,TELAIO PORTA BATTENTE: 700,1
